gene_representative,product_name
195.2173.peg.601,hypothetical protein
195.2173.peg.808,hypothetical protein
195.2173.peg.1871,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"
195.2173.peg.687,hypothetical protein
195.2173.peg.70,Ammonium transporter
195.2173.peg.1870,Chaperone protein DnaJ
195.2173.peg.1189,Inner membrane protein YihN
195.2173.peg.1789,Motility accessory factor
195.2173.peg.1326,Protein containing aminopeptidase domain
195.2173.peg.1096,FIG00470444: hypothetical protein
195.2173.peg.1888,LSU ribosomal protein L4p (L1e)
195.2173.peg.1771,Motility accessory factor
195.2173.peg.608,hypothetical protein
195.2173.peg.331,Membrane protein
195.2173.peg.737,hypothetical protein
195.2173.peg.439,hypothetical protein
195.2173.peg.712,Ankyrin repeat-containing possible periplasmic protein
195.2173.peg.1887,FIG00470222: hypothetical protein
195.2173.peg.1790,Putative periplasmic protein
195.2173.peg.1447,Hypothetical protein Cj0261c
195.2173.peg.1849,Methylisocitrate lyase (EC 4.1.3.30)
195.2174.peg.1252,hypothetical protein
195.2174.peg.371,Major antigenic peptide PEB2
195.2174.peg.615,Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)
195.2174.peg.1616,hypothetical protein
195.2174.peg.1868,hypothetical protein
195.2174.peg.1834,hypothetical protein
195.2174.peg.945,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2174.peg.1831,hypothetical protein
195.2174.peg.507,hypothetical protein
195.2174.peg.1851,"Tetracycline resistance, ribosomal protection type => Tet(O)"
195.2174.peg.1771,First ORF in transposon ISC1904
195.2174.peg.1086,Phage antirepressor protein
195.2174.peg.221,"Multidrug efflux system, outer membrane factor lipoprotein => CmeD"
195.2174.peg.1846,"Beta-1,3-glucosyltransferase"
195.2174.peg.506,Zinc transporter ZupT
195.2174.peg.1858,"Tetracycline resistance, ribosomal protection type => Tet(O)"
195.2174.peg.1345,"3'-to-5' oligoribonuclease B, Bacillus type"
195.2174.peg.1843,Filamentous haemagglutinin domain protein
195.2174.peg.222,"Multidrug efflux system, outer membrane factor lipoprotein => CmeD"
195.2174.peg.1826,"Beta-1,3-glucosyltransferase"
195.2174.peg.1855,Mobile element protein
195.2174.peg.1668,FIG00470597: hypothetical protein
195.2174.peg.793,"GDP-4-amino-4,6-dideoxy-alpha-D-acetylglucosamine N-acetyltransferase"
195.2174.peg.1298,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2174.peg.873,Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)
195.2174.peg.1819,hypothetical protein
195.2174.peg.1210,hypothetical protein
195.2174.peg.285,hypothetical protein
195.2174.peg.1692,hypothetical protein
195.2174.peg.1745,Filamentous haemagglutinin domain protein
195.2174.peg.1812,hypothetical protein
195.2174.peg.1833,hypothetical protein
195.2174.peg.1847,Motility accessory factor
195.2174.peg.1211,hypothetical protein
195.2174.peg.1861,hypothetical protein
195.2174.peg.1615,hypothetical protein
195.2174.peg.1380,Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)
195.2174.peg.1844,First ORF in transposon ISC1904
195.2174.peg.1251,"Type II secretion envelope pseudopilin protein (PulG,guides folded protein to PulD in outer membrane)"
195.2174.peg.1842,Motility accessory factor
195.2174.peg.1514,Arsenical-resistance protein ACR3
195.2174.peg.1324,putative integral membrane protein (dedA homolog)
195.2174.peg.1839,"Tetracycline resistance, ribosomal protection type => Tet(O)"
195.2174.peg.1845,Mobile element protein
195.2174.peg.1825,"Beta-1,3-glucosyltransferase"
195.2174.peg.1699,hypothetical protein
195.2174.peg.1796,Translation-disabling ACNase RloC
195.2174.peg.1686,First ORF in transposon ISC1904
195.2174.peg.1755,Aminoglycoside N3'-acetyltransferase (EC 2.3.1.81)
195.2174.peg.1509,Putative transporter
195.2174.peg.1709,Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)
195.2174.peg.1810,Predicted P-loop ATPase
195.2174.peg.1734,Motility accessory factor
195.2174.peg.1836,"Tetracycline resistance, ribosomal protection type => Tet(O)"
195.2174.peg.1764,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2174.peg.1727,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2174.peg.1581,Phosphoglycerate transporter protein PgtP
195.2174.peg.1852,First ORF in transposon ISC1904
195.2174.peg.874,Translation-disabling ACNase RloC
195.2174.peg.1837,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2174.peg.1770,N-Acetyltransferase PseH involved in the biosynthesis of pseudaminic acid
195.2174.peg.1587,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2174.peg.1642,"ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)"
195.2174.peg.1586,Zinc transporter ZupT
195.2174.peg.1111,hypothetical protein
195.2174.peg.614,FIG00469432: hypothetical protein
195.2174.peg.1108,FIG00471554: hypothetical protein
195.2174.peg.1870,hypothetical protein
195.2174.peg.153,L-carnitine dehydratase/bile acid-inducible protein F
195.2174.peg.1159,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2174.peg.1510,Putative transporter
195.2174.peg.1290,FIG00470545: hypothetical protein
195.2174.peg.1857,First ORF in transposon ISC1904
195.2174.peg.1641,hypothetical protein
195.2174.peg.1323,putative integral membrane protein (dedA homolog)
195.2174.peg.1710,Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)
195.2174.peg.1700,Predicted metal-dependent hydrolase
195.2174.peg.1089,Phage antirepressor protein
195.2174.peg.1461,DNA primase (EC 2.7.7.-)
195.2174.peg.1418,Membrane protein
195.2175.peg.1673,"Oligopeptide transporter, OPT family"
195.2175.peg.211,Motility accessory factor
195.2175.peg.1776,hypothetical protein
195.2175.peg.595,hypothetical protein
195.2175.peg.1498,membrane protein
195.2175.peg.704,hypothetical protein
195.2175.peg.1277,"Two-component transcriptional response regulator, LuxR family"
195.2175.peg.1574,Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)
195.2175.peg.1356,DNA primase (EC 2.7.7.-)
195.2175.peg.998,"ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)"
195.2175.peg.89,hypothetical protein
195.2175.peg.1788,hypothetical protein
195.2175.peg.626,AzlC family protein
195.2175.peg.1317,"Beta-1,3-glucosyltransferase"
195.2175.peg.1707,hypothetical protein
195.2175.peg.1153,hypothetical protein
195.2175.peg.1470,NAD(P)H oxidoreductase YRKL (EC 1.6.99.-) @ Putative NADPH-quinone reductase (modulator of drug activity B) @ Flavodoxin 2
195.2175.peg.1767,conserved protein
195.2175.peg.373,hypothetical protein
195.2175.peg.1754,hypothetical protein
195.2175.peg.1717,Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster
195.2175.peg.1131,hypothetical protein
195.2175.peg.1761,"Uncharacterized membrane protein, YraQ family"
195.2175.peg.1708,formyl transferase domain protein
195.2175.peg.1797,Phage tail length tape-measure protein
195.2175.peg.596,hypothetical protein
195.2175.peg.625,AzlC family protein
195.2176.peg.1772,FIG00469432: hypothetical protein
195.2176.peg.1793,hypothetical protein
195.2176.peg.1821,Integral membrane protein
195.2176.peg.862,hypothetical protein
195.2176.peg.1722,"Ribbon-helix-helix protein, copG family domain protein"
195.2176.peg.1556,FIG022708: hypothetical protein
195.2176.peg.1871,Motility accessory factor
195.2176.peg.1723,"Ribbon-helix-helix protein, copG family domain protein"
195.2176.peg.1641,hypothetical protein
195.2176.peg.26,FIG00005326: uncharacterized protein
195.2176.peg.1734,hypothetical protein
195.2176.peg.299,tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)
195.2176.peg.300,tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)
195.2176.peg.1782,Transcriptional regulator
195.2178.peg.439,hypothetical protein
195.2178.peg.1752,hypothetical protein
195.2178.peg.978,lipopolysaccharide core biosynthesis protein LpsA
195.2178.peg.49,hypothetical protein
195.2178.peg.1704,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)"
195.2178.peg.695,hypothetical protein
195.2178.peg.1592,hypothetical protein
195.2178.peg.1593,16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)
195.2178.peg.1703,"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)"
195.2178.peg.616,"sodium/pantothenate symporter , putative"
195.2178.peg.1235,hypothetical protein
195.2178.peg.327,hypothetical protein
195.2178.peg.286,Ribosomal silencing factor RsfA
195.2178.peg.615,Heat shock protein 60 kDa family chaperone GroEL
195.2178.peg.1503,"sodium/pantothenate symporter , putative"
195.2178.peg.1673,FIG000605: protein co-occurring with transport systems (COG1739)
195.2178.peg.1634,hypothetical protein
195.2178.peg.1570,hypothetical protein
195.2178.peg.438,ATP/GTP-binding protein
195.2178.peg.1613,hypothetical protein
195.2178.peg.264,hypothetical protein
195.2178.peg.1743,hypothetical protein
195.2179.peg.1784,Chitinase (EC 3.2.1.14)
195.2179.peg.235,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
195.2179.peg.330,conserved hypothetical protein
195.2179.peg.1020,Predicted metal-dependent hydrolase
195.2179.peg.1808,lipopolysaccharide core biosynthesis protein LpsA
195.2179.peg.820,Putative efflux protein
195.2179.peg.1210,Membrane protein
195.2179.peg.1269,FIG00470684: hypothetical protein
195.2179.peg.341,Flagellar hook-length control protein FliK
195.2179.peg.1418,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2179.peg.334,Bipolar DNA helicase HerA
195.2179.peg.1838,Motility accessory factor
195.2179.peg.1861,hypothetical protein
195.2179.peg.1065,Integrase-recombinase protein XERCD family
195.2179.peg.1584,3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)
195.2179.peg.1557,3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)
195.2179.peg.1317,hypothetical protein
195.2179.peg.332,"Putative type IIS restriction /modification enzyme, N-terminal half"
195.2179.peg.1258,hypothetical protein
195.2179.peg.234,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
195.2179.peg.1530,gamma-Glutamyl-CDP-amidate hydrolase involved in O-methyl phosphoramidate capsule modification
195.2179.peg.1859,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2179.peg.1417,hypothetical protein
195.2179.peg.1459,hypothetical protein
195.2179.peg.889,[Protein-PII] uridylyltransferase (EC 2.7.7.59) / [Protein-PII]-UMP uridylyl-removing enzyme
195.2179.peg.1290,hypothetical protein
195.2179.peg.664,Flagellar cap protein FliD
195.2179.peg.1815,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2179.peg.1775,IncF plasmid conjugative transfer protein TraG
195.2179.peg.1860,hypothetical protein
195.2179.peg.1160,L-Proline/Glycine betaine transporter ProP
195.2179.peg.1332,hypothetical protein
195.2180.peg.1648,tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)
195.2180.peg.1561,hypothetical protein
195.2180.peg.1721,ATP/GTP-binding protein
195.2180.peg.583,"Zinc ABC transporter, substrate-binding protein ZnuA"
195.2180.peg.187,"2-Oxobutyrate oxidase, putative"
195.2180.peg.755,tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)
195.2180.peg.1658,Predicted glycosyltransferase involved in capsule biosynthesis
195.2180.peg.382,Protein hydE
195.2180.peg.1720,Predicted glycosyltransferase involved in capsule biosynthesis
195.2180.peg.1319,lipopolysaccharide core biosynthesis protein LpsA
195.2180.peg.1539,hypothetical protein
195.2180.peg.1628,Two-component system sensor histidine kinase
195.2180.peg.359,Two-component system response regulator RacR
195.2182.peg.1453,FIG00638667: hypothetical protein
195.2182.peg.1068,Haemin uptake system ATP-binding protein
195.2182.peg.1106,hypothetical protein
195.2182.peg.1884,Integral membrane protein
195.2182.peg.574,FIG00638667: hypothetical protein
195.2182.peg.1703,Integral membrane protein
195.2182.peg.573,Possible dnaJ-like protein
195.2182.peg.1556,FIG00470336: hypothetical protein
195.2182.peg.1758,hypothetical protein
195.2182.peg.773,Possible dnaJ-like protein
195.2182.peg.1197,hypothetical protein
195.2182.peg.1184,hypothetical protein
195.2182.peg.1892,Motility accessory factor
195.2182.peg.1306,hypothetical protein
195.2182.peg.562,hypothetical protein
195.2182.peg.1838,hypothetical protein
195.2182.peg.263,"Zinc ABC transporter, periplasmic-binding protein ZnuA"
195.2182.peg.1863,hypothetical protein
195.2182.peg.1891,hypothetical protein
195.2182.peg.561,cytosine specific DNA methyltransferase (BSP6IM)
195.2182.peg.180,hypothetical protein
195.2182.peg.1701,"Multidrug resistance transporter, Bcr/CflA family"
195.2182.peg.1889,"Beta-1,3-glucosyltransferase"
195.2182.peg.1574,SopA protein
195.2182.peg.830,L-fuconolactone hydrolase
195.2182.peg.1637,"Beta-1,3-glucosyltransferase"
195.2182.peg.1849,"methyl-accepting chemotaxis protein, putative"
195.2182.peg.1332,Putative helicase
195.2182.peg.1901,Flagellin
195.2182.peg.467,hypothetical protein
195.2182.peg.1636,L-fuconolactone hydrolase
195.2182.peg.1569,hypothetical protein
195.2182.peg.1069,Haemin uptake system ATP-binding protein
195.2182.peg.1684,hypothetical protein
195.2182.peg.1813,Phage antirepressor protein
195.2182.peg.1799,hypothetical protein
195.2182.peg.1903,Methyl-accepting chemotaxis signal transduction protein
195.2182.peg.1868,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2182.peg.1773,Epoxyqueuosine reductase (EC 1.17.99.6) QueH / hypothetical domain
195.2182.peg.1120,Phage antirepressor protein
195.2182.peg.1858,integral membrane protein
195.2182.peg.1787,Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195) @ Alcohol dehydrogenase (EC 1.1.1.1)
195.2182.peg.1103,hypothetical protein
195.2182.peg.1730,Putative integral membrane protein
195.2182.peg.1882,"Zinc ABC transporter, substrate-binding protein ZnuA"
195.2184.peg.1129,hypothetical protein
195.2184.peg.1127,Phage antirepressor protein
195.2184.peg.1753,hypothetical protein
195.2184.peg.1655,FIG00469432: hypothetical protein
195.2184.peg.1791,hypothetical protein
195.2184.peg.1128,hypothetical protein
195.2184.peg.1523,FIG022708: hypothetical protein
195.2184.peg.1824,Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)
195.2184.peg.1754,hypothetical protein
195.2184.peg.849,hypothetical protein
195.2184.peg.1695,Uncharacterized membrane-anchored protein HP0586
195.2184.peg.1442,hypothetical protein
195.2184.peg.1828,"Beta-1,3-glucosyltransferase"
195.2184.peg.96,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2184.peg.1758,hypothetical protein
195.2184.peg.1730,Protein hydE
195.2184.peg.1133,hypothetical protein
195.2184.peg.1,Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)
195.2184.peg.746,hypothetical protein
195.2184.peg.92,Putative periplasmic protein
195.2184.peg.1336,Putative amino-acid transport protein
195.2184.peg.1639,hypothetical protein
195.2184.peg.316,"Multidrug efflux system, outer membrane factor lipoprotein => CmeD"
195.2184.peg.1155,ATP synthase delta chain (EC 3.6.3.14)
195.2184.peg.1752,Plasmid replication initiation protein
195.2184.peg.1557,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)
195.2184.peg.1675,Integrase-recombinase protein XERCD family
195.2184.peg.1479,FIG00470336: hypothetical protein
195.2184.peg.1751,hypothetical protein
195.2184.peg.1541,hypothetical protein
195.2184.peg.95,"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"
195.2184.peg.1403,"Putative type IIS restriction /modification enzyme, N-terminal half"
195.2184.peg.928,membrane protein
195.2184.peg.1585,Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)
195.2184.peg.1834,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2184.peg.1831,hypothetical protein
195.2184.peg.1759,hypothetical protein
195.2184.peg.1809,hypothetical protein
195.2184.peg.1832,Motility accessory factor
195.2184.peg.1842,Methyl-accepting chemotaxis signal transduction protein
195.2184.peg.1337,Putative amino-acid transport protein
195.2184.peg.757,"Multidrug efflux system, outer membrane factor lipoprotein => CmeD"
195.2185.peg.96,FIG00638667: hypothetical protein
195.2185.peg.1443,hypothetical protein
195.2185.peg.1442,hypothetical protein
195.2185.peg.1511,"Fe2+ ABC transporter, substrate binding protein"
195.2185.peg.1510,Membrane protein
195.2185.peg.408,Uncharacterized MFS-type transporter
195.2185.peg.1415,Sulfur carrier protein FdhD
195.2185.peg.1488,"Fe2+ ABC transporter, substrate binding protein"
195.2185.peg.1,"Transcriptional regulator, LysR family"
195.2185.peg.1298,Methyl-accepting chemotaxis signal transduction protein
195.2185.peg.1703,FIG00469634: hypothetical protein
195.2185.peg.171,"Beta-1,4-galactosyltransferase"
195.2185.peg.806,Membrane protein
195.2185.peg.1684,Fibronectin/fibrinogen-binding protein
195.2185.peg.952,membrane protein
195.2185.peg.1723,hypothetical protein
195.2185.peg.1730,hypothetical protein
195.2185.peg.407,Uncharacterized MFS-type transporter
195.2185.peg.97,FIG00638667: hypothetical protein
195.2185.peg.788,Tripartite tricarboxylate transporter TctA family
195.2185.peg.406,Probable integral membrane protein Cj0851c
195.2186.peg.1078,UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)
195.2186.peg.1142,COG2833: uncharacterized protein
195.2186.peg.511,"bacteriophage DNA transposition protein A, putative"
195.2186.peg.1794,hypothetical protein
195.2186.peg.278,hypothetical protein
195.2186.peg.1362,"Oligopeptide transporter, OPT family"
195.2186.peg.1772,UPF0246 protein YaaA
195.2186.peg.1196,FIG00713008: hypothetical protein
195.2186.peg.681,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2186.peg.1538,FIG00470545: hypothetical protein
195.2186.peg.1023,Transamidase GatB domain protein
195.2186.peg.1730,Putative integral membrane protein
195.2186.peg.1061,Putative transferase
195.2186.peg.1652,"Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing"
195.2186.peg.1363,"Oligopeptide transporter, OPT family"
195.2186.peg.1752,Integral membrane protein
195.2186.peg.207,hypothetical protein
195.2186.peg.1564,UPF0246 protein YaaA
195.2186.peg.516,hypothetical protein
195.2186.peg.1062,Putative transferase
195.2187.peg.213,IncF plasmid conjugative transfer protein TraG
195.2187.peg.1804,Erythrocyte membrane-associated antigen
195.2187.peg.47,Cobalt/zinc/cadmium resistance protein CzcD
195.2187.peg.868,"Beta-1,3-glucosyltransferase"
195.2187.peg.1925,Legionaminic acid biosynthesis protein PtmG
195.2187.peg.1140,Protein hydE
195.2187.peg.1095,Phage antirepressor protein
195.2187.peg.1736,hypothetical protein
195.2187.peg.1558,hypothetical protein
195.2187.peg.670,hypothetical protein
195.2187.peg.909,RidA/YER057c/UK114 superfamily protein
195.2187.peg.1379,hypothetical protein
195.2187.peg.121,"Tetracycline resistance, ribosomal protection type => Tet(O)"
195.2187.peg.1921,SrpA-related protein
195.2187.peg.1561,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"
195.2187.peg.1766,Flagellar hook-length control protein FliK
195.2187.peg.1388,hypothetical protein
195.2187.peg.1923,Motility accessory factor
195.2187.peg.1559,hypothetical protein
195.2187.peg.48,Cobalt/zinc/cadmium resistance protein CzcD
195.2187.peg.869,Fibronectin/fibrinogen-binding protein
195.2187.peg.1822,Integral membrane protein
195.2187.peg.1864,death-on-curing family protein
195.2187.peg.1863,"DNA repair protein RAD50, putative"
195.2187.peg.1940,FIG00469432: hypothetical protein
195.2187.peg.1494,Two-component system sensor histidine kinase
195.2187.peg.1636,lipopolysaccharide core biosynthesis protein LpsA
195.2187.peg.1813,Legionaminic acid biosynthesis protein PtmG
195.2187.peg.1859,hypothetical protein
195.2187.peg.1423,hypothetical protein
195.2187.peg.1814,Legionaminic acid biosynthesis protein PtmG
195.2187.peg.1085,Phage antirepressor protein
195.2187.peg.1719,Methyl-accepting chemotaxis signal transduction protein
195.2187.peg.1949,hypothetical protein
195.2187.peg.120,"Tetracycline resistance, ribosomal protection type => Tet(O)"
195.2187.peg.1882,hypothetical protein
195.2188.peg.1799,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3 / ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4"
195.2188.peg.1792,IncQ plasmid conjugative transfer protein TraG
195.2188.peg.1797,hypothetical protein
195.2188.peg.1796,hypothetical protein
195.2188.peg.342,hypothetical protein
195.2188.peg.1402,GDP-L-fucose synthetase (EC 1.1.1.271)
195.2188.peg.1401,GDP-L-fucose synthetase (EC 1.1.1.271)
195.2189.peg.784,hypothetical protein
195.2189.peg.1761,Putative helicase
195.2189.peg.845,Putative periplasmic ATP /GTP-binding protein
195.2190.peg.714,Two-component system sensor histidine kinase/response regulator hybrid
195.2190.peg.1468,Diacylglycerol kinase (EC 2.7.1.107)
195.2190.peg.723,Glycosyl transferase family 8 family
195.2190.peg.1859,Motility accessory factor
195.2190.peg.722,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2190.peg.1467,Diacylglycerol kinase (EC 2.7.1.107)
195.2190.peg.1201,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2190.peg.1884,Methyl-accepting chemotaxis signal transduction protein
195.2190.peg.1850,hypothetical protein
195.2190.peg.1839,Phage baseplate assembly protein GpW
195.2191.peg.1211,"alpha-2,3-sialyltransferase"
195.2191.peg.1721,"N,N'-diacetyllegionaminic acid synthase (EC 2.5.1.101)"
195.2191.peg.1212,"alpha-2,3-sialyltransferase"
195.2191.peg.1720,"N,N'-diacetyllegionaminic acid synthase (EC 2.5.1.101)"
195.2192.peg.1977,hypothetical protein
195.2192.peg.1144,"Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family"
195.2192.peg.752,hypothetical protein
195.2192.peg.1466,Phage antirepressor protein
195.2192.peg.1632,Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)
195.2192.peg.1987,Flagellin
195.2192.peg.1818,"Coupling protein VirD4, ATPase required for T-DNA transfer"
195.2192.peg.1985,Methyl-accepting chemotaxis signal transduction protein
195.2192.peg.976,"capsular polysaccharide biosynthesis protein, putative"
195.2192.peg.1161,FIG00470545: hypothetical protein
195.2192.peg.1984,Motility accessory factor
195.2192.peg.1187,"capsular polysaccharide biosynthesis protein, putative"
195.2192.peg.977,"Ferric siderophore transport system, biopolymer transport protein ExbB"
195.2192.peg.1701,Phage Rha protein
195.2192.peg.1847,hypothetical protein
195.2192.peg.1275,hypothetical protein
195.2192.peg.973,"capsular polysaccharide biosynthesis protein, putative"
195.2192.peg.36,hypothetical protein
195.2192.peg.975,hypothetical protein
195.2192.peg.1930,hypothetical protein
195.2192.peg.9,hypothetical protein
195.2192.peg.1680,hypothetical protein
195.2192.peg.373,hypothetical protein
195.2192.peg.1274,FIG00469769: hypothetical protein
195.2192.peg.1673,hypothetical protein
195.2192.peg.1749,Phage Rha protein
195.2192.peg.1172,hypothetical protein
195.2192.peg.1273,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)
195.2192.peg.1915,Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)
195.2192.peg.753,hypothetical protein
195.2192.peg.379,conserved hypothetical protein
195.2193.peg.1232,ATP synthase F0 sector subunit c (EC 3.6.3.14)
195.2193.peg.503,Methyl-accepting chemotaxis signal transduction protein
195.2193.peg.1601,ATP synthase F0 sector subunit c (EC 3.6.3.14)
195.2193.peg.1135,hypothetical protein
195.2193.peg.1136,hypothetical protein
195.2193.peg.1838,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2194.peg.1115,MdaB protein homolog
195.2194.peg.106,"Glycosyl transferase, group 2 family protein"
195.2194.peg.1109,hypothetical protein
195.2194.peg.1106,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)"
195.2194.peg.1121,Lactam utilization protein LamB
195.2194.peg.1117,Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)
195.2194.peg.1108,"Type I restriction-modification system, specificity subunit S"
195.2194.peg.1102,Putative transporter
195.2194.peg.1731,Motility accessory factor
195.2194.peg.1305,hypothetical protein
195.2194.peg.1740,Motility accessory factor
195.2194.peg.1118,Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)
195.2194.peg.1110,RloE
195.2194.peg.1114,"Transcriptional regulator, HxlR family"
195.2194.peg.1111,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"
195.2194.peg.1651,Integral membrane protein
195.2194.peg.1104,4-carboxymuconolactone decarboxylase (EC 4.1.1.44)
195.2194.peg.1113,Homolog of BLC protein
195.2194.peg.105,"Glycosyl transferase, group 2 family protein"
195.2194.peg.1105,4-carboxymuconolactone decarboxylase (EC 4.1.1.44)
195.2194.peg.1307,Putative processing peptidase
195.2195.peg.1126,"PhoX, Predicted phosphatase"
195.2195.peg.1377,Chorismate dehydratase (EC 4.2.1.151)
195.2195.peg.1374,"KtrAB potassium uptake system, peripheral membrane component KtrA"
195.2195.peg.1502,hypothetical protein
195.2195.peg.918,hypothetical protein
195.2195.peg.1376,Chorismate dehydratase (EC 4.2.1.151)
195.2195.peg.1375,Uracil phosphoribosyltransferase (EC 2.4.2.9)
195.2196.peg.977,"Branched-chain amino acid transport protein, putative"
195.2196.peg.1109,Amidophosphoribosyltransferase (EC 2.4.2.14)
195.2196.peg.1107,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2196.peg.1723,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2196.peg.1788,Motility accessory factor
195.2196.peg.1790,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2196.peg.1712,hypothetical protein
195.2196.peg.1350,"Zinc ABC transporter, substrate-binding protein ZnuA"
195.2196.peg.526,Dienelactone hydrolase and related enzymes
195.2196.peg.840,"Signal transduction protein CetA, mediates an energy taxis response"
195.2196.peg.642,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2196.peg.841,"Signal transduction protein CetA, mediates an energy taxis response"
195.2196.peg.1644,hypothetical protein
195.2196.peg.1731,hypothetical protein
195.2196.peg.1810,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2196.peg.1729,Mobile element protein
195.2196.peg.1724,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2196.peg.978,"Branched-chain amino acid transport protein, putative"
195.2196.peg.1182,hypothetical protein
195.2196.peg.1647,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)"
195.2196.peg.1730,hypothetical protein
195.2196.peg.1555,C4-dicarboxylate transporter
195.2196.peg.1725,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2196.peg.1789,hypothetical protein
195.2197.peg.1790,Motility accessory factor
195.2197.peg.1414,"Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing"
195.2197.peg.1448,Hypothetical protein Cj0135
