cluster,product_name
Cluster 7024,Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)
Cluster 7025,hypothetical protein
Cluster 7026,hypothetical protein
Cluster 7027,hypothetical protein
Cluster 7028,lipopolysaccharide core biosynthesis protein LpsA
Cluster 7029,"3'-to-5' oligoribonuclease B, Bacillus type"
Cluster 7030,Putative transferase
Cluster 7031,Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)
Cluster 7032,hypothetical protein
Cluster 7033,Cytochrome c family protein
Cluster 7034,hypothetical protein
Cluster 7035,Putative amino acid activating enzyme (EC 6.3.2.-)
Cluster 7036,Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY
Cluster 7037,hypothetical protein
Cluster 7038,hypothetical protein
Cluster 7039,hypothetical protein
Cluster 7040,hypothetical protein
Cluster 7041,tRNA-dihydrouridine synthase DusB
Cluster 7042,SSU ribosomal protein S11p (S14e)
Cluster 7043,hypothetical protein
Cluster 7044,hypothetical protein
Cluster 7045,hypothetical protein
Cluster 7046,hypothetical protein
Cluster 7047,Pyridoxal phosphate-containing protein YggS
Cluster 7048,hypothetical protein
Cluster 7049,hypothetical protein
Cluster 7050,hypothetical protein
Cluster 7051,hypothetical protein
Cluster 7052,hypothetical protein
Cluster 7053,Selenophosphate-dependent tRNA 2-selenouridine synthase
Cluster 7054,"Oligopeptide transporter, OPT family"
Cluster 7055,hypothetical protein
Cluster 7056,"MloA protein, putative"
Cluster 7057,FIG00470474: hypothetical protein
Cluster 7058,hypothetical protein
Cluster 7059,hypothetical protein
Cluster 7060,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7061,hypothetical protein
Cluster 7062,"Formate dehydrogenase-O, major subunit (EC 1.2.1.2) @ selenocysteine-containing"
Cluster 7063,hypothetical protein
Cluster 7064,hypothetical protein
Cluster 7065,hypothetical protein
Cluster 7066,hypothetical protein
Cluster 7067,hypothetical protein
Cluster 7068,hypothetical protein
Cluster 7069,"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent"
Cluster 7070,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7071,"Beta-1,4-galactosyltransferase"
Cluster 7072,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
Cluster 7073,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7074,hypothetical protein
Cluster 7075,hypothetical protein
Cluster 7076,VgrG protein
Cluster 7077,4-carboxymuconolactone decarboxylase (EC 4.1.1.44)
Cluster 7078,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
Cluster 7079,hypothetical protein
Cluster 7080,Flagellar biosynthesis protein FlhA
Cluster 7081,hypothetical protein
Cluster 7082,Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)
Cluster 7083,hypothetical protein
Cluster 7084,Alpha-ketoglutarate permease
Cluster 7085,hypothetical protein
Cluster 7086,hypothetical protein
Cluster 7087,hypothetical protein
Cluster 7088,FIG00471048: hypothetical protein
Cluster 7089,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7090,Cell division coordinator CpoB
Cluster 7091,hypothetical protein
Cluster 7092,hypothetical protein
Cluster 7093,Phage tail formation protein GpI
Cluster 7094,"alpha-2,3-sialyltransferase"
Cluster 7095,hypothetical protein
Cluster 7096,hypothetical protein
Cluster 7097,hypothetical protein
Cluster 7098,[NiFe] hydrogenase metallocenter assembly protein HypE
Cluster 7099,Replication initiation ATPase; bacteriophage DNA transposition B protein
Cluster 7100,FIG00470597: hypothetical protein
Cluster 7101,hypothetical protein
Cluster 7102,Putative efflux protein
Cluster 7103,FIG00469644: hypothetical protein
Cluster 7104,hypothetical protein
Cluster 7105,hypothetical protein
Cluster 7106,FIG00471674: hypothetical protein
Cluster 7107,Sugar phosphate permease of the Major Facilitator Superfamily
Cluster 7108,hypothetical protein
Cluster 7109,Small hydrophobic protein
Cluster 7110,hypothetical protein
Cluster 7111,hypothetical protein
Cluster 7112,Translation elongation factor LepA
Cluster 7113,"Ribbon-helix-helix protein, copG family domain protein"
Cluster 7114,hypothetical protein
Cluster 7115,Protein containing aminopeptidase domain
Cluster 7116,hypothetical protein
Cluster 7117,hypothetical protein
Cluster 7118,"integral membrane protein, putative"
Cluster 7119,hypothetical protein
Cluster 7120,hypothetical protein
Cluster 7121,FIG00471065: hypothetical protein
Cluster 7122,"Beta-1,3-glucosyltransferase"
Cluster 7123,hypothetical protein
Cluster 7124,hypothetical protein
Cluster 7125,"Death on curing protein, Doc toxin"
Cluster 7126,Phosphoglycerol transferase-like protein
Cluster 7127,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7128,Uncharacterized MFS-type transporter
Cluster 7129,hypothetical protein
Cluster 7130,hypothetical protein
Cluster 7131,Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)
Cluster 7132,hypothetical protein
Cluster 7133,Putative transferase
Cluster 7134,hypothetical protein
Cluster 7135,Probable lipoprotein Cj0818-related protein
Cluster 7136,"C4-dicarboxylate anaerobic carrier, putative"
Cluster 7137,hypothetical protein
Cluster 7138,hypothetical protein
Cluster 7139,hypothetical protein
Cluster 7140,Methyl-accepting chemotaxis signal transduction protein
Cluster 7141,Methyl-accepting chemotaxis signal transduction protein
Cluster 7142,hypothetical protein
Cluster 7143,FIG00472706: hypothetical protein
Cluster 7144,FIG00471942: hypothetical protein
Cluster 7145,hypothetical protein
Cluster 7146,"methyl-accepting chemotaxis protein, putative"
Cluster 7147,hypothetical protein
Cluster 7148,Uridine diphosphate glucose pyrophosphatase (EC 3.6.1.45)
Cluster 7149,Enterochelin uptake permease CeuC
Cluster 7150,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7151,Motility accessory factor
Cluster 7152,"4Fe-4S ferredoxin, iron-sulfur binding"
Cluster 7153,"4Fe-4S ferredoxin, iron-sulfur binding"
Cluster 7154,hypothetical protein
Cluster 7155,"ISCco1, transposase orfB"
Cluster 7156,IncF plasmid conjugative transfer protein TraG
Cluster 7157,hypothetical protein
Cluster 7158,Signal peptidase I (EC 3.4.21.89)
Cluster 7159,FIG00469900: hypothetical protein
Cluster 7160,Highly acidic protein
Cluster 7161,hypothetical protein
Cluster 7162,hypothetical protein
Cluster 7163,putative membrane protein
Cluster 7164,Putative acetyltransferase (EC 2.3.1.-)
Cluster 7165,Acetyltransferase
Cluster 7166,hypothetical protein
Cluster 7167,hypothetical protein
Cluster 7168,hypothetical protein
Cluster 7169,FIG00472875: hypothetical protein
Cluster 7170,FIG00469585: hypothetical protein
Cluster 7171,hypothetical protein
Cluster 7172,Integral membrane protein
Cluster 7173,hypothetical protein
Cluster 7174,Putative periplasmic protein
Cluster 7175,Transcriptional regulator
Cluster 7176,FIG00471746: hypothetical protein
Cluster 7177,hypothetical protein
Cluster 7178,"Hemolysin, putative"
Cluster 7179,Propionate--CoA ligase (EC 6.2.1.17); Acetyl-CoA synthetase (EC 6.2.1.1)
Cluster 7180,Mobile element protein
Cluster 7181,hypothetical protein
Cluster 7182,hypothetical protein
Cluster 7183,Putative periplasmic protein
Cluster 7184,hypothetical protein
Cluster 7185,"bacteriophage DNA transposition protein A, putative"
Cluster 7186,Diacylglycerol kinase (EC 2.7.1.107)
Cluster 7187,FIG00470545: hypothetical protein
Cluster 7188,Glycerate kinase (EC 2.7.1.31)
Cluster 7189,hypothetical protein
Cluster 7190,hypothetical protein
Cluster 7191,hypothetical protein
Cluster 7192,hypothetical protein
Cluster 7193,ATP synthase gamma chain (EC 3.6.3.14)
Cluster 7194,hypothetical protein
Cluster 7195,hypothetical protein
Cluster 7196,hypothetical protein
Cluster 7197,hypothetical protein
Cluster 7198,hypothetical protein
Cluster 7199,FIG00471048: hypothetical protein
Cluster 7200,hypothetical protein
Cluster 7201,L-glutamine kinase involved in O-methyl phosphoramidate capsule modification
Cluster 7202,FIG00471048: hypothetical protein
Cluster 7203,hypothetical protein
Cluster 7204,hypothetical protein
Cluster 7205,hypothetical protein
Cluster 7206,Cytosol nonspecific dipeptidase (EC 3.4.13.18)
Cluster 7207,Putative efflux pump
Cluster 7208,hypothetical protein
Cluster 7209,hypothetical protein
Cluster 7210,hypothetical protein
Cluster 7211,Motility accessory factor
Cluster 7212,FIG00470755: hypothetical protein
Cluster 7213,Acetyltransferase
Cluster 7214,hypothetical protein
Cluster 7215,Methylisocitrate lyase (EC 4.1.3.30)
Cluster 7216,hypothetical protein
Cluster 7217,Polymer-forming bactofilin
Cluster 7218,Putative outer membrane siderophore receptor
Cluster 7219,DNA primase (EC 2.7.7.-)
Cluster 7220,hypothetical protein
Cluster 7221,"McrBC restriction endonuclease system, McrB subunit, putative"
Cluster 7222,hypothetical protein
Cluster 7223,16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)
Cluster 7224,Transamidase GatB domain protein
Cluster 7225,hypothetical protein
Cluster 7226,FIG00470572: hypothetical protein
Cluster 7227,hypothetical protein
Cluster 7228,hypothetical protein
Cluster 7229,hypothetical protein
Cluster 7230,C4-dicarboxylate transporter
Cluster 7231,Citrate lyase beta chain (EC 4.1.3.6)
Cluster 7232,"LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-independent"
Cluster 7233,hypothetical protein
Cluster 7234,hypothetical protein
Cluster 7235,"sodium/pantothenate symporter , putative"
Cluster 7236,"prophage MuSo1, F protein, putative"
Cluster 7237,Protein containing aminopeptidase domain
Cluster 7238,hypothetical protein
Cluster 7239,hypothetical protein
Cluster 7240,hypothetical protein
Cluster 7241,hypothetical protein
Cluster 7242,mobilization protein
Cluster 7243,Membrane protein
Cluster 7244,Putative periplasmic protein
Cluster 7245,Membrane protein
Cluster 7246,hypothetical protein
Cluster 7247,hypothetical protein
Cluster 7248,hypothetical protein
Cluster 7249,hypothetical protein
Cluster 7250,hypothetical protein
Cluster 7251,4-carboxymuconolactone decarboxylase (EC 4.1.1.44)
Cluster 7252,"Sodium-dependent transporter, SNF family"
Cluster 7253,"methyl-accepting chemotaxis protein, putative"
Cluster 7254,hypothetical protein
Cluster 7255,LSU ribosomal protein L15p (L27Ae)
Cluster 7256,membrane protein
Cluster 7257,Putative DNA-binding protein
Cluster 7258,hypothetical protein
Cluster 7259,FIG00470567: hypothetical protein
Cluster 7260,Phosphoserine phosphatase (EC 3.1.3.3)
Cluster 7261,Single-stranded DNA-binding protein
Cluster 7262,hypothetical protein
Cluster 7263,hypothetical protein
Cluster 7264,hypothetical protein
Cluster 7265,hypothetical protein
Cluster 7266,hypothetical protein
Cluster 7267,Membrane protein
Cluster 7268,FIG00469667: hypothetical protein
Cluster 7269,hypothetical protein
Cluster 7270,conserved hypothetical protein
Cluster 7271,hypothetical protein
Cluster 7272,FIG00469622: hypothetical protein
Cluster 7273,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
Cluster 7274,Motility accessory factor
Cluster 7275,hypothetical protein
Cluster 7276,FIG00471516: hypothetical protein
Cluster 7277,hypothetical protein
Cluster 7278,hypothetical protein
Cluster 7279,"probable periplasmic protein Cj0093 , putative"
Cluster 7280,RecD-like DNA helicase YrrC
Cluster 7281,hypothetical protein
Cluster 7282,hypothetical protein
Cluster 7283,"Branched-chain amino acid transport protein, putative"
Cluster 7284,hypothetical protein
Cluster 7285,Phage DNA adenine methylase (EC 2.1.1.72)
Cluster 7286,FIG00471415: hypothetical protein
Cluster 7287,Membrane protein
Cluster 7288,hypothetical protein
Cluster 7289,hypothetical protein
Cluster 7290,conserved hypothetical protein
Cluster 7291,Membrane protein
Cluster 7292,hypothetical protein
Cluster 7293,"sarcosine oxidase, putative"
Cluster 7294,hypothetical protein
Cluster 7295,Mobile element protein
Cluster 7296,hypothetical protein
Cluster 7297,hypothetical protein
Cluster 7298,hypothetical protein
Cluster 7299,hypothetical protein
Cluster 7300,hypothetical protein
Cluster 7301,Conjugative transfer protein TrbL
Cluster 7302,hypothetical protein
Cluster 7303,Small hydrophobic protein
Cluster 7304,hypothetical protein
Cluster 7305,hypothetical protein
Cluster 7306,hypothetical protein
Cluster 7307,Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)
Cluster 7308,hypothetical protein
Cluster 7309,hypothetical protein
Cluster 7310,hypothetical protein
Cluster 7311,C4-dicarboxylate transporter
Cluster 7312,hypothetical protein
Cluster 7313,hypothetical protein
Cluster 7314,hypothetical protein
Cluster 7315,integral membrane protein
Cluster 7316,Putative glutamine transport system permease
Cluster 7317,Glycerate kinase (EC 2.7.1.31)
Cluster 7318,hypothetical protein
Cluster 7319,hypothetical protein
Cluster 7320,hypothetical protein
Cluster 7321,Bacteriocin resistance protein; peptidase C39
Cluster 7322,hypothetical protein
Cluster 7323,Arsenical-resistance protein ACR3
Cluster 7324,conserved hypothetical protein
Cluster 7325,hypothetical protein
Cluster 7326,"McrBC restriction endonuclease system, McrB subunit, putative"
Cluster 7327,"Ribbon-helix-helix protein, copG family domain protein"
Cluster 7328,hypothetical protein
Cluster 7329,Putative transporter
Cluster 7330,"Zinc ABC transporter, substrate-binding protein ZnuA"
Cluster 7331,hypothetical protein
Cluster 7332,hypothetical protein
Cluster 7333,"phage virion morphogenesis protein, putative"
Cluster 7334,hypothetical protein
Cluster 7335,hypothetical protein
Cluster 7336,hypothetical protein
Cluster 7337,FIG00470572: hypothetical protein
Cluster 7338,hypothetical protein
Cluster 7339,Uncharacterized proteins YbdD and YjiX
Cluster 7340,hypothetical protein
Cluster 7341,hypothetical protein
Cluster 7342,hypothetical protein
Cluster 7343,Phage tail sheath monomer GpFI
Cluster 7344,hypothetical protein
Cluster 7345,Motility accessory factor
Cluster 7346,hypothetical protein
Cluster 7347,hypothetical protein
Cluster 7348,hypothetical protein
Cluster 7349,"host-nuclease inhibitor protein Gam, putative"
Cluster 7350,hypothetical protein
Cluster 7351,hypothetical protein
Cluster 7352,Dihydroneopterin aldolase (EC 4.1.2.25)
Cluster 7353,hypothetical protein
Cluster 7354,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7355,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 7356,hypothetical protein
Cluster 7357,Methyl-accepting chemotaxis signal transduction protein
Cluster 7358,hypothetical protein
Cluster 7359,Putative pre-16S rRNA nuclease YqgF
Cluster 7360,hypothetical protein
Cluster 7361,hypothetical protein
Cluster 7362,hypothetical protein
Cluster 7363,Arsenical-resistance protein ACR3
Cluster 7364,hypothetical protein
Cluster 7365,hypothetical protein
Cluster 7366,hypothetical protein
Cluster 7367,hypothetical protein
Cluster 7368,Modulator of drug activity B
Cluster 7369,hypothetical protein
Cluster 7370,hypothetical protein
Cluster 7371,FIG00973752: TolA-like membrane protein
Cluster 7372,hypothetical protein
Cluster 7373,hypothetical protein
Cluster 7374,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7375,hypothetical protein
Cluster 7376,hypothetical protein
Cluster 7377,hypothetical protein
Cluster 7378,hypothetical protein
Cluster 7379,Phage antirepressor protein
Cluster 7380,hypothetical protein
Cluster 7381,Periplasmic nitrate reductase (EC 1.7.99.4)
Cluster 7382,LSU ribosomal protein L34p
Cluster 7383,hypothetical protein
Cluster 7384,hypothetical protein
Cluster 7385,hypothetical protein
Cluster 7386,Enterochelin uptake permease CeuB
Cluster 7387,Phosphoglycerate transporter protein PgtP
Cluster 7388,Alcohol dehydrogenase (EC 1.1.1.1)
Cluster 7389,Phage baseplate assembly protein GpJ
Cluster 7390,"tail fiber protein H, putative"
Cluster 7391,hypothetical protein
Cluster 7392,hypothetical protein
Cluster 7393,hypothetical protein
Cluster 7394,hypothetical protein
Cluster 7395,hypothetical protein
Cluster 7396,hypothetical protein
Cluster 7397,"transcriptional regulator, Cro/CI family"
Cluster 7398,FIG00710232: hypothetical protein
Cluster 7399,hypothetical protein
Cluster 7400,hypothetical protein
Cluster 7401,Hemerythrin domain protein
Cluster 7402,Methyl-accepting chemotaxis signal transduction protein
Cluster 7403,Ribonuclease HII (EC 3.1.26.4)
Cluster 7404,hypothetical protein
Cluster 7405,hypothetical protein
Cluster 7406,hypothetical protein
Cluster 7407,hypothetical protein
Cluster 7408,hypothetical protein
Cluster 7409,DNA recombination and repair protein RecF
Cluster 7410,Putative amino-acid transport protein
Cluster 7411,"Ferrous iron transport protein A, putative"
Cluster 7412,MSHA biogenesis protein MshL
Cluster 7413,First ORF in transposon ISC1904
Cluster 7414,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
Cluster 7415,Methyl-accepting chemotaxis signal transduction protein
Cluster 7416,"KtrAB potassium uptake system, peripheral membrane component KtrA"
Cluster 7417,hypothetical protein
Cluster 7418,"Transcriptional regulator, LysR family"
Cluster 7419,"membrane protein, putative"
Cluster 7420,hypothetical protein
Cluster 7421,hypothetical protein
Cluster 7422,hypothetical protein
Cluster 7423,Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE; 4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase
Cluster 7424,Cytosol aminopeptidase PepA (EC 3.4.11.1)
Cluster 7425,hypothetical protein
Cluster 7426,Uncharacterized protein Cj0990c
Cluster 7427,FIG00470841: hypothetical protein
Cluster 7428,FIG00472317: hypothetical protein
Cluster 7429,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
Cluster 7430,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
Cluster 7431,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
Cluster 7432,FIG00638667: hypothetical protein
Cluster 7433,Motility accessory factor
Cluster 7434,hypothetical protein
Cluster 7435,hypothetical protein
Cluster 7436,hypothetical protein
Cluster 7437,2-hydroxymuconate tautomerase-like protein
Cluster 7438,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72) / Type I restriction-modification system, specificity subunit S"
Cluster 7439,Propionate--CoA ligase (EC 6.2.1.17); Acetyl-CoA synthetase (EC 6.2.1.1)
Cluster 7440,FIG00469817: hypothetical protein
Cluster 7441,hypothetical protein
Cluster 7442,Hypothetical protein pVir0042
Cluster 7443,Motility accessory factor
Cluster 7444,hypothetical protein
Cluster 7445,hypothetical protein
Cluster 7446,hypothetical protein
Cluster 7447,hypothetical protein
Cluster 7448,hypothetical protein
Cluster 7449,hypothetical protein
Cluster 7450,Motility accessory factor
Cluster 7451,Phage baseplate assembly protein GpW
Cluster 7452,probable integral membrane protein Cj0564 - related protein
Cluster 7453,Hydroxymethylpyrimidine kinase (EC 2.7.1.49) @ Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
Cluster 7454,hypothetical protein
Cluster 7455,tRNA-dihydrouridine synthase DusB
Cluster 7456,Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE; 4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase
Cluster 7457,Glycerate kinase (EC 2.7.1.31)
Cluster 7458,IncQ plasmid conjugative transfer protein TraG
Cluster 7459,hypothetical protein
Cluster 7460,"Mn2+/Fe2+ transporter, NRAMP family"
Cluster 7461,hypothetical protein
Cluster 7462,hypothetical protein
Cluster 7463,S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS
Cluster 7464,hypothetical protein
Cluster 7465,Putative membrane protein
Cluster 7466,FIG00469879: hypothetical protein
Cluster 7467,hypothetical protein
Cluster 7468,VirB7
Cluster 7469,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
Cluster 7470,hypothetical protein
Cluster 7471,Phage major tail tube protein GpFII
Cluster 7472,hypothetical protein
Cluster 7473,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85) / Aminodeoxychorismate lyase (EC 4.1.3.38)"
Cluster 7474,Phosphoglycerate transporter protein PgtP
Cluster 7475,hypothetical protein
Cluster 7476,hypothetical protein
Cluster 7477,hypothetical protein
Cluster 7478,Putative transcriptional regulator
Cluster 7479,Protein containing aminopeptidase domain
Cluster 7480,conserved hypothetical protein TIGR01671
Cluster 7481,FIG00469622: hypothetical protein
Cluster 7482,hypothetical protein
Cluster 7483,GTP-binding protein Obg
Cluster 7484,hypothetical protein
Cluster 7485,hypothetical protein
Cluster 7486,Cytochrome C553 (soluble cytochrome f)
Cluster 7487,hypothetical protein
Cluster 7488,Putative fibronectin domain-containing lipoprotein
Cluster 7489,hypothetical protein
Cluster 7490,Amidophosphoribosyltransferase (EC 2.4.2.14)
Cluster 7491,First ORF in transposon ISC1904
Cluster 7492,FIG00470545: hypothetical protein
Cluster 7493,FIG00469432: hypothetical protein
Cluster 7494,"2-Oxobutyrate oxidase, putative"
Cluster 7495,Membrane protein
Cluster 7496,hypothetical protein
Cluster 7497,hypothetical protein
Cluster 7498,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7499,FIG00471323: hypothetical protein
Cluster 7500,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7501,hypothetical protein
Cluster 7502,hypothetical protein
Cluster 7503,hypothetical protein
Cluster 7504,hypothetical protein
Cluster 7505,"methyl-accepting chemotaxis protein (tlpB), putative"
Cluster 7506,hypothetical protein
Cluster 7507,transposase
Cluster 7508,hypothetical protein
Cluster 7509,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
Cluster 7510,ATP synthase F0 sector subunit c (EC 3.6.3.14)
Cluster 7511,Glycerate kinase (EC 2.7.1.31)
Cluster 7512,Phage tail formation protein GpI
Cluster 7513,Phosphoglycerate transporter protein pgtP
Cluster 7514,tRNA pseudouridine(13) synthase (EC 5.4.99.27)
Cluster 7515,hypothetical protein
Cluster 7516,Putative lipoprotein of ferric iron transporter system
Cluster 7517,hypothetical protein
Cluster 7518,"FIG048677: hypothetical protein, phage tail fiber-like"
Cluster 7519,Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE; 4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase
Cluster 7520,FIG053235: Diacylglucosamine hydrolase like
Cluster 7521,hypothetical protein
Cluster 7522,DNA primase (EC 2.7.7.-)
Cluster 7523,"ABC-type tungstate transport system, ATP-binding protein"
Cluster 7524,RecD-like DNA helicase YrrC
Cluster 7525,hypothetical protein
Cluster 7526,hypothetical protein
Cluster 7527,hypothetical protein
Cluster 7528,hypothetical protein
Cluster 7529,hypothetical protein
Cluster 7530,Probable lipoprotein nlpC precursor
Cluster 7531,hypothetical protein
Cluster 7532,"Beta-1,4-galactosyltransferase"
Cluster 7533,Phage holin/antiholin component S
Cluster 7534,FIG00545237: hypothetical protein
Cluster 7535,Putative fibronectin domain-containing lipoprotein
Cluster 7536,hypothetical protein
Cluster 7537,hypothetical protein
Cluster 7538,hypothetical protein
Cluster 7539,hypothetical protein
Cluster 7540,Quaternary ammonium compound-resistance protein SugE
Cluster 7541,"Mu-like prophage I protein, putative"
Cluster 7542,"Minor pilin of type IV secretion complex, VirB5"
Cluster 7543,Formyl transferase domain protein
Cluster 7544,hypothetical protein
Cluster 7545,hypothetical protein
Cluster 7546,hypothetical protein
Cluster 7547,hypothetical protein
Cluster 7548,Methyl-accepting chemotaxis signal transduction protein
Cluster 7549,hypothetical protein
Cluster 7550,hypothetical protein
Cluster 7551,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7552,UPF0033 protein YedF
Cluster 7553,Putative lipoprotein of ferric iron transporter system
Cluster 7554,Small hydrophobic protein
Cluster 7555,hypothetical protein
Cluster 7556,hypothetical protein
Cluster 7557,hypothetical protein
Cluster 7558,hypothetical protein
Cluster 7559,hypothetical protein
Cluster 7560,hypothetical protein
Cluster 7561,hypothetical protein
Cluster 7562,hypothetical protein
Cluster 7563,hypothetical protein
Cluster 7564,"methyltransferase Atu0936 , putative"
Cluster 7565,Predicted metal-dependent hydrolase
Cluster 7566,hypothetical protein
Cluster 7567,hypothetical protein
Cluster 7568,hypothetical protein
Cluster 7569,hypothetical protein
Cluster 7570,FIG00638667: hypothetical protein
Cluster 7571,hypothetical protein
Cluster 7572,hypothetical protein
Cluster 7573,Oligosaccharyltransferase PglB (EC 2.4.1.119)
Cluster 7574,hypothetical protein
Cluster 7575,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
Cluster 7576,hypothetical protein
Cluster 7577,hypothetical protein
Cluster 7578,hypothetical protein
Cluster 7579,hypothetical protein
Cluster 7580,hypothetical protein
Cluster 7581,Small hydrophobic protein
Cluster 7582,hypothetical protein
Cluster 7583,Putative two-component sensor histidine kinase
Cluster 7584,hypothetical protein
Cluster 7585,hypothetical protein
Cluster 7586,hypothetical protein
Cluster 7587,hypothetical protein
Cluster 7588,hypothetical protein
Cluster 7589,"Methyltransferase (EC 2.1.1.-), possibly involved in O-methyl phosphoramidate capsule modification"
Cluster 7590,hypothetical protein
Cluster 7591,Mobile element protein
Cluster 7592,hypothetical protein
Cluster 7593,FIG00470572: hypothetical protein
Cluster 7594,hypothetical protein
Cluster 7595,Integral membrane protein
Cluster 7596,hypothetical protein
Cluster 7597,Formyl transferase domain protein
Cluster 7598,hypothetical protein
Cluster 7599,Homolog of BLC protein
Cluster 7600,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
Cluster 7601,Type III restriction-modification system methylation subunit (EC 2.1.1.72)
Cluster 7602,Ammonium transporter
Cluster 7603,hypothetical protein
Cluster 7604,Aliphatic amidase AmiE (EC 3.5.1.4)
Cluster 7605,integral membrane protein
Cluster 7606,hypothetical protein
Cluster 7607,hypothetical protein
Cluster 7608,hypothetical protein
Cluster 7609,Motility accessory factor
Cluster 7610,hypothetical protein
Cluster 7611,hypothetical protein
Cluster 7612,hypothetical protein
Cluster 7613,hypothetical protein
Cluster 7614,Domain of unknown function (DUF332) superfamily
Cluster 7615,hypothetical protein
Cluster 7616,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
Cluster 7617,hypothetical protein
Cluster 7618,hypothetical protein
Cluster 7619,hypothetical protein
Cluster 7620,Membrane protein
Cluster 7621,lipopolysaccharide core biosynthesis protein LpsA
Cluster 7622,Putative transferase
Cluster 7623,hypothetical protein
Cluster 7624,hypothetical protein
Cluster 7625,"Beta-1,3-glucosyltransferase"
Cluster 7626,"ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)"
Cluster 7627,hypothetical protein
Cluster 7628,Short-chain dehydrogenase/reductase SDR
Cluster 7629,Motility accessory factor
Cluster 7630,hypothetical protein
Cluster 7631,hypothetical protein
Cluster 7632,hypothetical protein
Cluster 7633,Anaerobic C4-dicarboxylate transporter DcuC
Cluster 7634,hypothetical protein
Cluster 7635,hypothetical protein
Cluster 7636,"Transcriptional regulator, LysR family"
Cluster 7637,hypothetical protein
Cluster 7638,RelE/StbE replicon stabilization toxin
Cluster 7639,hypothetical protein
Cluster 7640,hypothetical protein
Cluster 7641,"methyl-accepting chemotaxis protein, putative"
Cluster 7642,"AgrC, putative"
Cluster 7643,hypothetical protein
