gene_representative,pan_gene_class,product_name,frequency
562.7656.peg.5225,unique,"Phage head, head-tail preconnector protease C / Phage head, scaffolding domain Nu3_65",12
562.7695.peg.3735,unique,Diguanylate cyclase (EC 2.7.7.65) => DgcN_12,7
562.7698.peg.5070,unique,Alkaline phosphodiesterase I (EC 3.1.4.1) / Nucleotide pyrophosphatase (EC 3.6.1.9)_4,14
562.7734.peg.5359,unique,"Uncharacterized protein, YdfU family_34",5
562.7749.peg.4217,unique,Phage protein_773,5
562.12959.peg.1112,core,Peptidyl-prolyl cis-trans isomerase PpiC (EC 5.2.1.8)_1,1970
562.12959.peg.798,accessory,"PTS system, IIB component_2",1243
562.12959.peg.4750,accessory,Protein YkiA_1,1230
562.12959.peg.517,core,Uncharacterized protein YjcB_1,1966
562.12961.peg.2240,accessory,"Transposase, IS3/IS911 family_2",598
562.12961.peg.2361,unique,Antitoxin HigA_5,25
562.13502.peg.4701,accessory,"Death on curing protein, Doc toxin_3",404
562.16324.peg.4251,unique,Phage protein ea8.5_1,30
562.16324.peg.4267,unique,Phage activator protein cII_2,85
562.16324.peg.2531,unique,Phage Cox (control of excision) protein_4,13
562.16325.peg.4885,unique,mRNA interferase RelE_4,151
562.19186.peg.687,unique,"Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)_3",25
562.20499.peg.4941,unique,Transposase InsN for insertion sequence element IS911_3,5
562.22439.peg.2177,unique,Methylmalonyl-CoA mutase (EC 5.4.99.2)_2,74
562.22441.peg.4455,accessory,Transcriptional repressor of aga operon_2,193
562.22443.peg.4823,unique,Transposase InsO for insertion sequence element IS911_9,53
562.22452.peg.5228,unique,ParE toxin protein_1,61
562.22479.peg.1911,unique,Phage Orf83 protein_1,24
562.22555.peg.2904,unique,16S rRNA (cytidine(1402)-2'-O)-methyltransferase (EC 2.1.1.198)_3,74
562.22556.peg.3400,unique,Acyl carrier protein_3,15
562.22574.peg.4687,unique,Mobile element protein_279,30
562.22605.peg.2100,unique,Uncharacterized protein YgdB_5,5
562.22628.peg.1130,accessory,Phage ea22 protein_78,303
562.22648.peg.5225,unique,Mobile element protein_331,15
562.22707.peg.3160,unique,Colicin E2 tolerance protein CbrC-like protein => CbrC_4,14
562.22719.peg.3001,unique,AmpE protein_4,5
562.22722.peg.3005,unique,Phage tail protein GpE_6,9
562.22724.peg.756,unique,Phage protein_262,35
562.22863.peg.4782,unique,Phage baseplate assembly protein GpW_14,5
562.22892.peg.1458,unique,Phage protein_329,8
562.23016.peg.5005,unique,YeeV toxin protein_16,23
562.23142.peg.4623,unique,Cellulose biosynthesis protein BcsG_11,37
562.23216.peg.3652,accessory,Ferredoxin-like protein YgcO_2,1900
562.23252.peg.1984,unique,Uncharacterized protein YfdQ_13,6
562.23807.peg.4847,unique,Phage tail fiber protein GpH_187,5
562.23836.peg.2463,unique,Uncharacterized protein YehE_2,18
562.42646.peg.5465,unique,Transposase InsC for insertion element IS2_18,18
562.42703.peg.4966,unique,core protein_40,8
562.42733.peg.4727,unique,Benzoate transport protein_12,7
562.42756.peg.5392,unique,Phage tail protein U_12,25
562.42802.peg.5365,unique,Mobile element protein_1180,30
562.42818.peg.195,core,probable membrane protein YPO2012_1,1969
562.42818.peg.763,unique,Acylphosphate phosphohydrolase (EC 3.6.1.7)_2,16
562.42836.peg.2738,unique,Putative alanine/glycine transport protein_8,5
562.45852.peg.3571,unique,"H repeat-associated protein, YhhI family_134",32
562.7572.peg.4541,unique,CopG protein_4,5
562.7632.peg.5394,unique,major tail protein_2,5
562.7655.peg.4863,unique,"Phage tail, component Z_35",12
562.7661.peg.3321,unique,Mobile element protein_1448,7
562.7702.peg.4684,unique,Uncharacterized protein YeeL_14,8
562.7710.peg.5040,unique,GDP-mannose mannosyl hydrolase_17,6
562.7726.peg.5259,unique,"Phage terminase, small subunit_51",6
562.7789.peg.4584,unique,Translation elongation factor Tu_47,145
562.12959.peg.1443,core,Sugar fermentation stimulation protein B_1,1963
562.12959.peg.2540,core,Uncharacterized protein YfcL_1,1966
562.12959.peg.628,core,SSU ribosomal protein S19p (S15e)_1,1970
562.12959.peg.109,accessory,"PTS system, IIB component_1",850
562.12960.peg.244,accessory,mRNA interferase YafQ_1,413
562.12961.peg.4141,core,Uncharacterized protein YeaC_1,1969
562.12962.peg.2595,accessory,Phage Cox (control of excision) protein_1,246
562.16324.peg.4791,unique,Toxin to Rem_1,164
562.16324.peg.69,accessory,Toxin to Rem_2,216
562.19184.peg.2310,unique,Phage activator protein cII_3,118
562.19186.peg.4974,core,Acylphosphate phosphohydrolase (EC 3.6.1.7)_1,1951
562.22428.peg.4497,accessory,Toxin HigB_7,1009
562.22433.peg.966,accessory,Uncharacterized MFS-type transporter YdfJ_2,195
562.22434.peg.3327,unique,RelE-like translational repressor toxin_5,46
562.22437.peg.5109,unique,Phage DNA adenine methylase (EC 2.1.1.72)_4,98
562.22444.peg.4614,unique,Uncharacterized DUF1427 protein PA2697_1,7
562.22449.peg.3348,accessory,"H repeat-associated protein, YhhI family_8",344
562.22452.peg.5001,unique,Phage antitermination protein Q_13,14
562.22452.peg.4171,unique,virulence-associated protein D_1,7
562.22457.peg.4696,unique,Transposase_88,30
562.22462.peg.359,unique,Phage DNA invertase_13,11
562.22463.peg.4160,unique,CcdB toxin protein_6,22
562.22476.peg.4711,unique,D-galactarate dehydratase (EC 4.2.1.42)_5,5
562.22482.peg.4786,unique,Mobile element protein_205,6
562.22482.peg.3247,unique,Uncharacterized protein YfdF_6,18
562.22488.peg.177,accessory,Uncharacterized outer membrane protein YejO_14,336
562.22490.peg.1173,unique,Diguanylate cyclase (EC 2.7.7.65) => DgcE_6,9
562.22548.peg.5420,unique,Mobile element protein_270,8
562.22554.peg.4803,unique,Uncharacterized protein YhhH_2,5
562.22556.peg.361,accessory,Phage Orf83 protein_2,545
562.22579.peg.4610,unique,"Death on curing protein, Doc toxin_15",39
562.22615.peg.4533,unique,IncF plasmid conjugative transfer protein TraD_11,13
562.22639.peg.4860,unique,"H repeat-associated protein, YhhI family_30",33
562.22642.peg.5085,unique,Putative phosphoethanolamine transferase YjgX_18,8
562.22661.peg.1766,unique,Phage holin_15,61
562.22697.peg.1567,unique,Type III secretion protein SsaH_1,150
562.22772.peg.1,unique,Inner membrane transport protein YdiM_6,5
562.23090.peg.4262,unique,Transcriptional regulator_32,42
562.23101.peg.2533,accessory,"Phage tail fiber, tail fiber assembly protein Tfa_24",865
562.23220.peg.2685,accessory,Uncharacterized inner membrane protein YbdJ_4,1914
562.23336.peg.2081,unique,Integrase_124,33
562.23346.peg.2767,unique,Alkyl hydroperoxide reductase protein C (EC 1.11.1.15)_3,5
562.23545.peg.5171,unique,Antirestriction protein klcA_33,11
562.23555.peg.4888,unique,CDP-alcohol phosphatidyltransferase family protein_5,36
562.23663.peg.4122,core,Uncharacterized lipoprotein YqhH_2,1964
562.23818.peg.5070,unique,UPF0380 proteins YafZ and homologs_48,80
562.23861.peg.5217,unique,Phage-encoded host-cell envelope protein Lom_30,6
562.42635.peg.5414,unique,"Phage protein Mup47, W_26",30
562.42640.peg.5092,unique,"Phage virion morphogenesis protein Mup30, F_15",20
562.42646.peg.5518,unique,Transposase InsD for insertion element IS2_56,6
562.42680.peg.4155,unique,"Phage tail fiber, tail fiber assembly protein Tfa_40",36
562.42710.peg.4816,unique,Outer membrane porin OmpF_33,6
562.42716.peg.5081,unique,VgrG protein_169,5
562.42770.peg.5117,unique,X polypeptide_13,22
562.42809.peg.5220,unique,Phage lysozyme R (EC 3.2.1.17)_67,5
562.42818.peg.2260,accessory,"Barstar, ribonuclease (Barnase) inhibitor_3",1904
562.42856.peg.4888,unique,PapI protein_1,132
562.45400.peg.3620,unique,Mobile element protein_1314,8
562.45403.peg.5067,unique,Mobile element protein_1337,11
562.7565.peg.5039,unique,Mobile element protein_1360,11
562.7567.peg.1006,unique,putative membrane protein_114,28
562.7567.peg.4925,unique,Transposase InsF for insertion sequence IS3 @ Mobile element protein_54,23
562.7576.peg.5404,unique,Mobile element protein_1371,16
562.7578.peg.5250,unique,YihA_15,8
562.7581.peg.2619,unique,Uncharacterized protein YfaA_12,9
562.7677.peg.5002,unique,"Phage tail tip, assembly protein K_38",92
562.7732.peg.4962,unique,"Phage head, DNA packaging protein FI_22",6
562.7784.peg.1255,unique,UPF0410 protein YeaQ_2,7
562.12959.peg.4778,core,FrmR: Negative transcriptional regulator of formaldehyde detoxification operon_1,1963
562.12959.peg.3140,accessory,Uncharacterized protein YebW_1,1938
562.12959.peg.1939,accessory,LysR family transcriptional regulator YgfI_2,413
562.12959.peg.482,core,Uncharacterized protein YtcA_1,1953
562.12959.peg.2495,core,Uncharacterized lipoprotein YpdI_1,1963
562.12959.peg.280,core,Uncharacterized protein YjfY_1,1967
562.12959.peg.986,core,DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)_1,1970
562.12959.peg.1885,core,FIG001341: Probable Fe(2+)-trafficking protein YggX_1,1968
562.12959.peg.204,accessory,Mobile element protein_12,360
562.12959.peg.821,accessory,Putative uncharacterized protein YhiS_1,450
562.12960.peg.5328,unique,VapC toxin protein_1,39
562.12960.peg.1465,accessory,Protein RacC_1,305
562.12960.peg.3816,unique,HicA-like protein_1,166
562.12961.peg.1605,accessory,Propanediol utilization polyhedral body protein PduN_1,256
562.12961.peg.1601,accessory,Propanediol utilization polyhedral body protein PduJ_1,256
562.12961.peg.3415,unique,RcnR-like protein clustered with cobalt-zinc-cadmium resistance protein CzcD_1,5
562.13502.peg.5328,unique,Phage-encoded host-cell envelope protein Lom_3,13
562.13502.peg.3369,unique,"Phage head, major capsid protein E_2",86
562.16326.peg.3989,unique,Insertion element IS401 (Burkholderia multivorans) transposase_1,116
562.16466.peg.4084,unique,Uncharacterized fimbrial-like protein YdeS_1,5
562.22430.peg.2637,unique,Uncharacterized protein YfeK_2,44
562.22439.peg.4806,unique,Phage transcriptional regulator cro_11,94
562.22441.peg.4671,unique,Transposase InsO for insertion sequence element IS911_8,115
562.22446.peg.4736,unique,ATP-dependent helicase_3,93
562.22447.peg.4218,accessory,"Death on curing protein, Doc toxin_9",231
562.22489.peg.4863,unique,Colicin immunity protein_1,55
562.22513.peg.3867,unique,Uncharacterized protein YbcO_4,15
562.22514.peg.1343,unique,"Death on curing protein, Doc toxin_11",57
562.22524.peg.5135,unique,Exodeoxyribonuclease VIII (EC 3.1.11.-)_14,16
562.22531.peg.3033,accessory,Flagellar biosynthesis protein FliQ_2,573
562.22547.peg.3735,unique,Uncharacterized fimbrial-like protein YehA_4,13
562.22639.peg.5073,unique,"Phage tail tip, assembly protein L_12",23
562.22660.peg.1416,accessory,Phage small tail protein E_4,351
562.22788.peg.2492,unique,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)_5,6
562.22936.peg.4266,unique,Transposase InsH for insertion sequence element IS5_15,14
562.23163.peg.3498,unique,Putative uncharacterized protein YgeN_5,5
562.23221.peg.4751,unique,Phage transcriptional regulator cro_26,7
562.23352.peg.4961,accessory,Mobile element protein_607,258
562.23354.peg.156,unique,Betaine/carnitine/choline transporter (BCCT) family_7,5
562.23441.peg.4925,unique,Mobile element protein_648,30
562.23441.peg.5058,unique,VgrG protein_117,5
562.23486.peg.5121,unique,Integron integrase IntI1_8,7
562.23582.peg.5098,unique,no significant similarities_9,13
562.23756.peg.222,unique,Phage endonuclease_4,5
562.23780.peg.4852,unique,IncF plasmid conjugative transfer pilin protein TraA_12,10
562.23892.peg.5216,unique,Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I_8,51
562.42637.peg.4926,unique,Phage transposase_16,14
562.42680.peg.4888,unique,Transposase_459,5
562.42689.peg.3402,unique,"Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit B_12",22
562.42740.peg.2190,unique,putative membrane protein_94,68
562.42818.peg.3060,core,Uncharacterized protein YhhL_1,1967
562.42818.peg.337,accessory,Phage integrase_186,885
562.42860.peg.5328,unique,core protein_73,7
562.42868.peg.5141,unique,core protein_76,13
562.42870.peg.5039,unique,Protein RhsB_64,8
562.7567.peg.1780,unique,"Electron transfer flavoprotein, alpha subunit YgcQ_6",6
562.7578.peg.5150,unique,Holliday junction resolvase / Crossover junction endodeoxyribonuclease rusA (EC 3.1.22.-)_43,10
562.7629.peg.5139,unique,"Phage tail tip, assembly protein K_35",24
562.7671.peg.5354,unique,"Phage head, terminase DNA packaging protein A_138",5
562.12959.peg.2768,core,Transcriptional repressor RcnR_1,1967
562.12959.peg.3220,core,Uncharacterized protein YnjH_1,1956
562.12959.peg.1350,core,DNA-binding protein HU-alpha_1,1969
562.12959.peg.4699,core,DNA-binding protein HU-beta_1,1970
562.12959.peg.1425,core,"Phosphocarrier protein, nitrogen regulation associated_1",1970
562.12959.peg.1753,accessory,Mobile element protein_6,595
562.12959.peg.2154,core,[NiFe] hydrogenase metallocenter assembly protein HypC_1,1965
562.12960.peg.4303,accessory,"IS, phage, Tn; Transposon-related functions_1",374
562.12960.peg.4978,unique,DNA-binding protein HU-beta_2,22
562.12960.peg.5360,accessory,Tryptophan synthase (indole-salvaging) (EC 4.2.1.122)_1,232
562.12961.peg.1693,accessory,"Uncharacterized protein YjdJ, possible GNAT acetyltransferase_1",228
562.16325.peg.182,unique,Propanediol utilization protein PduV_3,47
562.16325.peg.3144,unique,DNA-damage-inducible protein D_6,25
562.16466.peg.3035,accessory,Phage antitermination protein N_1,501
562.16466.peg.889,unique,FIG107037: Phage late gene regulator_2,122
562.19633.peg.1929,unique,Uncharacterized protein yfeC_6,45
562.22430.peg.535,unique,"Barstar, ribonuclease (Barnase) inhibitor_2",62
562.22441.peg.1549,accessory,Gamma-D-Glutamyl-meso-Diaminopimelate Amidase_3,243
562.22446.peg.4950,unique,Phage transcriptional regulator cro_13,62
562.22451.peg.4822,unique,Phage holin_8,30
562.22454.peg.5266,unique,"Transcriptional regulator, Xre family_6",12
562.22470.peg.4384,unique,Antitoxin HigA_9,24
562.22476.peg.4738,unique,Phage antitermination protein N_5,75
562.22482.peg.4649,unique,Uncharacterized GST-like protein yncG_7,22
562.22490.peg.3767,unique,"2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16) / 3'-nucleotidase (EC 3.1.3.6)_2",58
562.22495.peg.3729,unique,Single-stranded DNA-binding protein_14,16
562.22497.peg.2668,unique,TIORF127 protein_3,45
562.22501.peg.4437,unique,"PTS system, IIB component_9",26
562.22502.peg.491,accessory,Uncharacterized protein YnfN_1,178
562.22511.peg.3033,unique,Lipid A palmitoyltransferase PagP (EC 2.3.1.251)_3,14
562.22537.peg.4826,accessory,Patatin_1,228
562.22562.peg.4959,unique,"Uncharacterized protein, YdfR family_12",16
562.22567.peg.3291,unique,Integrase_51,12
562.22584.peg.4996,unique,"H repeat-associated protein, YhhI family_22",14
562.22589.peg.2372,unique,Nicotinamidase family protein YcaC_4,6
562.22606.peg.2379,unique,Redox-sensitive transcriptional activator SoxR_2,6
562.22664.peg.318,unique,Putative ankyrin repeat protein B_14,10
562.22699.peg.4643,unique,Phage protein_253,5
562.22711.peg.2567,unique,Chaperone protein fimC precursor_9,11
562.22768.peg.4744,unique,Insertion element IS600 (Shigella sonnei) transposase_7,29
562.22776.peg.4820,unique,"Phage terminase, ATPase subunit GpP_14",5
562.22851.peg.826,unique,Small secreted protein YebF_1,5
562.22875.peg.2462,unique,Galactonate dehydratase (EC 4.2.1.6)_9,7
562.22915.peg.1202,unique,"IS, phage, Tn; Transposon-related functions_31",29
562.22961.peg.5061,unique,Mobile element protein_511,6
562.23101.peg.1230,unique,Aldose 1-epimerase family protein YphB_4,6
562.23127.peg.4613,unique,Phage recombination protein NinB_10,6
562.23138.peg.4772,unique,Phage endopeptidase Rz_45,14
562.23288.peg.4811,accessory,Insertion element IS401 (Burkholderia multivorans) transposase_15,180
562.23294.peg.1909,unique,"Beta-1,3-glucosyltransferase_7",7
562.23423.peg.2930,accessory,Uncharacterized fimbrial-system-associated protein YbgO_8,512
562.23455.peg.5082,unique,D-serine dehydratase transcriptional activator_8,5
562.23590.peg.5178,unique,Mobile element protein_706,63
562.23787.peg.4759,unique,Putative phage tail protein_3,5
562.28841.peg.2293,accessory,IS1 protein InsA_7,421
562.31466.peg.4777,unique,Protein RhsB_32,13
562.42635.peg.5435,unique,Phage tail formation protein GpD_45,16
562.42637.peg.5097,unique,Phage tail sheath monomer GpFI_52,13
562.42650.peg.5252,unique,Mobile element protein_988,7
562.42704.peg.4958,unique,Transposase InsG for insertion sequence element IS4_37,13
562.42783.peg.4830,unique,Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)_111,8
562.42830.peg.4781,unique,core protein_69,7
562.42845.peg.4977,unique,Phage endopeptidase Rz_70,28
562.42848.peg.5197,unique,VgrG protein_195,6
562.42849.peg.5434,unique,Aerobactin siderophore receptor IutA @ TonB-dependent siderophore receptor_21,11
562.45404.peg.3619,unique,Mobile element protein_1344,9
562.45848.peg.2127,accessory,Uncharacterized protein YeeT_13,1225
562.7626.peg.4894,unique,Toxin to Rem_9,5
562.7705.peg.5501,unique,Phage-encoded host-cell envelope protein Lom_52,6
562.7707.peg.5367,unique,putative structure; Structural component (Phage or Prophage Related)_14,6
562.7725.peg.5342,unique,Phage exonuclease (EC 3.1.11.3)_21,6
562.7746.peg.4930,unique,Mobile element protein_1505,6
562.7779.peg.5264,unique,"Phage tail tip, assembly protein L_51",13
562.12959.peg.1192,core,Twin-arginine translocation protein TatA_1,1970
562.12959.peg.368,accessory,Ethanolamine utilization polyhedral-body-like protein EutN_1,329
562.12959.peg.1207,core,Protein YihD_1,1970
562.12959.peg.1464,core,SSU ribosomal protein S15p (S13e)_1,1970
562.12959.peg.2966,accessory,Flagellar biosynthesis protein FliQ_1,1924
562.12961.peg.3026,core,Cell division topological specificity factor MinE_1,1970
562.12961.peg.1694,core,Uncharacterized protein YjdI_2,1948
562.16324.peg.1407,unique,Deleted by Swiss-Prot (bogus protein)_1,17
562.16324.peg.5149,unique,Uncharacterized protein YdiH_3,52
562.16466.peg.4592,accessory,Phage excisionase_3,509
562.17721.peg.4517,unique,Uncharacterized protein COG3236_4,8
562.22435.peg.4241,unique,Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)_5,77
562.22445.peg.48,unique,Putative transposase InsQ for insertion sequence element IS609_2,35
562.22449.peg.4604,unique,Phosphomannomutase (EC 5.4.2.8) => Colanic acid_3,24
562.22452.peg.1072,unique,Bacteriophage N4 adsorption protein B_4,22
562.22452.peg.1885,unique,"Type III secretion outermembrane contact sensing protein (YopN,Yop4b,LcrE)_2",5
562.22465.peg.5062,unique,VgrG protein_27,26
562.22482.peg.2294,unique,"Methylglyoxal reductase, dihydroxyacetone producing @ 2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming) (EC 1.1.1.346)_2",22
562.22482.peg.4784,unique,Transposase InsO for insertion sequence element IS911_13,29
562.22548.peg.4995,unique,Fels-1 prophage protein_5,6
562.22577.peg.4758,unique,T6SS component TssC (ImpC/VipB)_5,13
562.22605.peg.5252,unique,"Phage tail, component Z_7",10
562.22639.peg.5134,unique,Rhs-family protein_15,24
562.22662.peg.4242,unique,ORF30_1,14
562.22697.peg.1590,unique,"Type III secretion inner membrane protein (YscS,homologous to flagellar export components)_3",150
562.22776.peg.4808,unique,Phage capsid scaffolding protein GpO_20,5
562.22797.peg.4168,unique,Inner membrane transport protein YdiN_6,7
562.22845.peg.2413,unique,Ethanolamine utilization polyhedral-body-like protein EutM_4,6
562.22980.peg.740,unique,Uncharacterized fimbrial chaperone YbgP_8,10
562.23148.peg.5168,unique,"Phage tail tip, assembly protein I_29",21
562.23204.peg.4990,unique,Antigen 43_51,8
562.23397.peg.5116,unique,"Phage terminase, endonuclease subunit GpM_22",9
562.23572.peg.4707,unique,Putative transposase InsK for insertion sequence element IS150_39,9
562.23716.peg.3972,accessory,Orphan toxin OrtT_4,1932
562.28841.peg.356,unique,"Hemolysin E, chromosomal_16",5
562.28998.peg.2214,unique,Putative uncharacterized protein YhcG_8,5
562.42647.peg.2941,unique,UPF0380 proteins YafZ and homologs_62,69
562.42650.peg.5231,unique,Phage tail fiber protein GpH_211,11
562.42653.peg.5513,unique,"dNTP triphosphohydrolase, putative_14",9
562.42669.peg.5422,unique,Mobile element protein_1020,9
562.42695.peg.5281,unique,"Phage head, terminase DNA packaging protein A_85",5
562.42697.peg.1826,unique,"Taurine ABC transporter, substrate-binding protein TauA_7",15
562.42710.peg.3393,unique,IS1 protein InsB_51,6
562.42728.peg.3013,unique,Putative uncharacterized protein YbbD_6,150
562.42830.peg.1128,unique,Phosphatidate cytidylyltransferase (EC 2.7.7.41)_8,40
562.45400.peg.1922,accessory,Uncharacterized protein YdhL_4,1931
562.7567.peg.4564,unique,Uncharacterized protein YneK_12,44
562.7634.peg.3830,unique,"Transposase, IS200 family_20",31
562.7663.peg.2806,unique,Mobile element protein_1450,5
562.12959.peg.3841,accessory,Probable two-component-system connector protein AriR_1,1929
562.12959.peg.1962,core,"Succinate dehydrogenase flavin-adding protein, antitoxin of CptAB toxin-antitoxin_1",1970
562.12959.peg.4842,accessory,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent_1",1927
562.12959.peg.2604,core,"Signal transduction protein PmrD, part of PhoPQ-PmrD-PmrAB multicomponent regulatory system_1",1955
562.12959.peg.3526,core,Uncharacterized protein YdbJ_1,1969
562.12959.peg.4337,core,Uncharacterized zinc-finger containing protein YbiI_1,1960
562.12960.peg.2280,unique,"Propanediol utilization protein PduV, truncated fragment_1",46
562.12961.peg.2249,unique,"Transposase, IS3/IS911 family_3",9
562.12962.peg.664,unique,FIG033266: Phage DNA binding protein_1,10
562.13502.peg.3012,accessory,Protein with similarity to RtcB_1,387
562.16324.peg.4682,unique,"Propanediol utilization protein PduV, truncated fragment_2",98
562.16326.peg.3986,unique,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_7",14
562.17621.peg.595,accessory,FIG033266: Phage DNA binding protein_2,271
562.22460.peg.1294,unique,YjbI protein_5,18
562.22476.peg.1697,unique,Z1226 protein_10,74
562.22482.peg.5113,unique,Integrase_39,27
562.22501.peg.4797,unique,Phage protein_152,15
562.22517.peg.5083,unique,"Phage protein Mup21, positive regulator of late transcription protein C_4",9
562.22529.peg.2093,accessory,Translation elongation factor Tu_5,259
562.22546.peg.5080,unique,Resolvase_17,10
562.22568.peg.3399,unique,Sulfate-binding protein Sbp_4,11
562.22676.peg.832,unique,HTH-type transcriptional regulator RcdA_5,5
562.23167.peg.4309,unique,"ISSod2, transposase OrfA_1",6
562.23216.peg.1870,unique,Curli production assembly/transport component CsgF_3,6
562.23230.peg.5055,unique,Phage DNA replication protein O_66,9
562.23437.peg.4589,accessory,Transcriptional regulator_36,371
562.23438.peg.4942,unique,"Phage tail tip, host specificity protein J_90",20
562.31458.peg.13,unique,core protein_8,14
562.42635.peg.5155,unique,Phage tail formation protein GpI_38,16
562.42635.peg.5438,unique,Phage tail fiber protein_43,22
562.42639.peg.2535,unique,Uncharacterized protein YdcD_4,51
562.42661.peg.5341,unique,Phage tail protein U_8,9
562.42677.peg.5147,unique,Transposase InsF for insertion sequence IS3 @ Mobile element protein_35,5
562.42805.peg.5170,unique,Phage lytic murein transglycosylase_7,16
562.45397.peg.4911,unique,Replication protein_51,6
562.7567.peg.5181,unique,"Error-prone, lesion bypass DNA polymerase V (UmuC)_67",11
562.7576.peg.4130,unique,"Transcriptional regulator YbiH, TetR family_3",5
562.7581.peg.5336,unique,Single-stranded DNA-binding protein_55,10
562.7658.peg.5114,unique,Phage activator protein cII_63,28
562.7699.peg.5598,unique,Phage head-tail adapter_16,8
562.12959.peg.3836,accessory,AidA-I adhesin-like protein_1,387
562.12959.peg.3250,core,Cell division activator CedA_1,1966
562.12959.peg.1106,core,Acetolactate synthase small subunit (EC 2.2.1.6)_1,1970
562.12959.peg.2660,core,Periplasmic nitrate reductase component NapD_1,1966
562.12959.peg.4524,core,Proposed lipoate regulatory protein YbeD_1,1970
562.12959.peg.5137,core,SSU ribosomal protein S20p_1,1967
562.12960.peg.5357,unique,Insertion element IS407 (Burkholderia multivorans) transposase_1,140
562.12960.peg.576,unique,Uncharacterized protein YbbC_1,6
562.13502.peg.644,unique,Transposase InsO for insertion sequence element IS911_3,8
562.17620.peg.174,unique,"Anaerobic selenate reductase, molybdenum cofactor-containing periplasmic protein_5",6
562.17621.peg.4895,unique,Putative inner membrane protein_12,122
562.20499.peg.4969,unique,Mannose-6-phosphate isomerase (EC 5.3.1.8)_3,9
562.22441.peg.3935,unique,UPF0339 protein YegP.N / UPF0339 protein YegP.C_3,6
562.22445.peg.3348,unique,Uncharacterized protein YjgR_3,28
562.22449.peg.1112,unique,"ABC transporter, permease protein YejB_2",6
562.22452.peg.5163,unique,Puative phophotriesterase_2,21
562.22461.peg.2687,unique,Phage protein Mup07_1,7
562.22467.peg.77,unique,Integrase_31,27
562.22495.peg.1105,unique,Phage integrase_56,6
562.22501.peg.5041,unique,Transposase_112,33
562.22510.peg.1568,unique,Toxin HigB / Protein kinase domain of HipA_9,51
562.22567.peg.1892,unique,"RpoN-dependent transcriptional activator of D-glucosaminate utilization operon, NtrC family_2",10
562.22640.peg.1832,unique,Putative anti-FlhC(2)FlhD(4) factor YdiV_3,6
562.22643.peg.2722,unique,O-antigen chain length determinant protein WzzB_5,6
562.22647.peg.1915,unique,Uncharacterized protein YkgH_8,11
562.22653.peg.715,unique,"Phage head, head-tail joining protein W_3",5
562.22666.peg.4871,unique,"Phage tail tip, assembly protein M_10",27
562.22668.peg.4685,unique,"Transposase, IS3/IS911 family_8",11
562.22707.peg.541,unique,DNA polymerase III theta subunit (EC 2.7.7.7)_6,12
562.22771.peg.4953,unique,UPF0380 proteins YafZ and homologs_22,58
562.22771.peg.5037,unique,IncF plasmid conjugative transfer pilus assembly protein TraF_4,6
562.22776.peg.472,unique,T6SS PAAR-repeat protein_10,9
562.22791.peg.4734,unique,VgrG protein_72,14
562.22791.peg.354,unique,Putative nucleoside transporter YegT_4,5
562.22893.peg.3785,unique,FIG002082: Protein SirB2_5,6
562.23012.peg.1680,unique,D-allose kinase (EC 2.7.1.55)_3,11
562.23012.peg.4930,unique,Uncharacterized protein YbcK_8,12
562.23536.peg.1115,unique,Transposase InsF for insertion sequence IS3 @ Mobile element protein_23,5
562.23624.peg.4774,unique,Mobile element protein_720,85
562.28841.peg.16,unique,Transposase InsO for insertion sequence element IS911_73,112
562.29003.peg.4778,unique,Transposase / Integrase_9,10
562.31458.peg.4939,unique,"H repeat-associated protein, YhhI family_106",5
562.42650.peg.5187,unique,"Phage head, major capsid protein E_31",8
562.42651.peg.4996,unique,Transposase InsO for insertion sequence element IS911_82,16
562.42707.peg.4638,unique,Translation elongation factor Tu_20,46
562.42710.peg.4997,unique,IS1 protein InsB_53,59
562.42757.peg.1400,accessory,Antitoxin Rem_5,516
562.7577.peg.2054,unique,Inner membrane protein YeeA_9,6
562.7626.peg.2021,unique,Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)_15,8
562.7628.peg.4486,unique,Transposase InsO for insertion sequence element IS911_103,5
562.7631.peg.5212,unique,"Phage tail tip, host specificity protein J_219",43
562.7666.peg.5230,unique,"Phage head, DNA packaging protein FI_15",6
562.7673.peg.2486,core,Glutaredoxin 1_4,1963
562.7722.peg.4541,unique,Phage exonuclease (EC 3.1.11.3)_20,5
562.7745.peg.1506,unique,Sfa protein_1,161
562.12959.peg.5474,accessory,Replication regulatory protein repA2 (Protein copB)_1,188
562.12959.peg.107,accessory,Zn-finger protein_1,562
